234.3067145	-89.23882484	6.96888
239.9213224	-72.77933749	6.97222
250.5395544	-4.758113184	6.97222
244.3306405	-55.95918688	6.98224
-152.3651242	-198.2936518	6.98224
250.5369631	-4.263789104	6.98557
210.7751656	-135.705197	6.98557
248.7966551	28.61955075	6.98557
200.799666	-149.9442225	6.98891
94.00678775	-231.6557733	6.98891
77.70637638	-237.567433	6.98891
-75.89735004	-238.349132	6.98891
-190.2695864	-162.7181954	6.98891
-249.6944139	-22.44717211	6.98891
-248.9161395	29.62857981	6.98891
-115.9024547	222.0595295	6.98891
246.2357363	45.13496583	6.98891
249.6132359	-21.61884915	6.99225
247.5495562	-38.87589618	6.99225
227.6233569	-105.2973056	6.99225
189.7596249	-163.3631361	6.99225
177.9499255	-176.0961278	6.99225
165.2020686	-187.8801718	6.99225
151.8240009	-198.9371077	6.99225
137.5775338	-208.8455113	6.99225
139.9135644	-207.3328045	6.99225
125.1656279	-216.465915	6.99225
109.843757	-224.5909504	6.99225
26.96715015	-248.7422565	6.99225
9.660300443	-250.0426226	6.99225
-7.693353352	-250.0185145	6.99225
-25.00270292	-248.8466704	6.99225
-42.18607856	-246.474939	6.99225
-59.18880777	-243.0234387	6.99225
-123.5023624	-217.509532	6.99225
-138.2491695	-208.3735372	6.99225
-165.7531281	-187.264197	6.99225
-178.4260971	-175.4123094	6.99225
-200.9994949	-149.0686664	6.99225
-227.5836056	-104.3737358	6.99225
-226.8445658	-105.8372049	6.99225
-233.6256369	-89.85362224	6.99225
-244.0335867	-56.73002974	6.99225
-247.4822862	-39.69340394	6.99225
-250.4220546	12.30025604	6.99225
-206.2070997	142.3218132	6.99225
-195.7696871	156.2137682	6.99225
-184.4262648	169.3689724	6.99225
-129.0625193	214.6942369	6.99225
-80.95189392	236.9538317	6.99225
41.27018952	246.9386303	6.99225
58.60684716	243.4038067	6.99225
92.34261403	232.7796429	6.99225
202.9154983	147.2212202	6.99225
212.761037	132.493915	6.99225
221.4526471	117.0651594	6.99225
229.0656044	101.0872826	6.99225
238.0459814	77.51581604	6.99225
249.6890735	-21.46297478	6.99225
219.6845546	-120.7726059	6.99559
61.07223274	-242.4669898	6.99559
44.14338141	-246.2632859	6.99559
-92.18378676	-232.379267	6.99559
-108.1166548	-225.525535	6.99559
-210.8617242	-134.7842978	6.99559
-219.6723952	-119.8289693	6.99559
-239.3496643	-73.45984023	6.99559
-250.6635408	-5.084335662	6.99559
-242.2071253	63.71357347	6.99559
-237.2078219	80.3504096	6.99559
-231.0845294	96.60789051	6.99559
-223.792337	112.3748026	6.99559
-215.5475483	127.6674964	6.99559
-172.3396359	181.8494765	6.99559
-159.3060218	193.3430195	6.99559
-145.5413816	203.9511248	6.99559
-113.5475136	223.2153996	6.99559
-97.50621947	230.694747	6.99559
-63.99122202	241.9918259	6.99559
-46.75211694	245.9693605	6.99559
