250.8877968	0.49261767	3.96027
249.8507441	-17.36171831	3.98699
213.447379	-132.342982	3.98699
181.619365	-173.7109134	3.98699
45.69122917	-246.5278117	3.98699
28.47290923	-248.9377515	3.98699
-23.62822142	-249.9604733	3.98699
-40.83678384	-247.3447521	3.98699
-74.7028016	-239.4750067	3.98699
-151.3195701	-199.3561713	3.98699
-211.2856494	-136.8176277	3.98699
-228.3378428	-106.3544142	3.98699
-245.6756338	-56.94455432	3.98699
-248.7618983	-39.73388061	3.98699
-252.2712198	-4.953970471	3.98699
-252.0129754	12.54594911	3.98699
-250.6549548	29.99972353	3.98699
-244.5917864	64.50977728	3.98699
-225.5095756	113.4195006	3.98699
-216.5068687	128.4246307	3.98699
-206.9789176	143.0519332	3.98699
-196.5071147	157.0100008	3.98699
-185.3455012	170.4339251	3.98699
-173.1189302	182.908203	3.98699
-159.9427506	194.3714149	3.98699
-145.933298	204.7798806	3.98699
-131.4943339	214.5792507	3.98699
-116.2442189	223.0653754	3.98699
-84.3487396	237.2062485	3.98699
-50.66675001	246.2835405	3.98699
-33.52477459	249.5948132	3.98699
-16.13850287	251.2652275	3.98699
1.318243199	251.7636049	3.98699
18.76062429	250.9729032	3.98699
36.04090994	248.569829	3.98699
53.21830222	245.6254745	3.98699
70.08608946	241.2379022	3.98699
86.7189098	236.0128247	3.98699
102.6973813	229.046412	3.98699
118.3082613	221.3391889	3.98699
133.4873333	212.7970428	3.98699
147.8143262	202.8899346	3.98699
161.5847338	192.22826	3.98699
174.4521055	180.4927714	3.98699
186.3179568	167.7614418	3.98699
197.3531204	154.3278782	3.98699
207.7226085	140.3745681	3.98699
217.1019684	125.7230811	3.98699
225.3119428	110.3791819	3.98699
238.533821	78.19533424	3.98699
243.3585882	61.46621805	3.98699
247.0255798	44.44691715	3.98699
249.7544276	27.24228064	3.98699
251.0612376	9.864222891	3.98699
248.8040342	-34.74574272	3.99033
246.2043418	-51.9956004	3.99033
241.5915376	-68.8191598	3.99033
236.2914446	-85.41971517	3.99033
230.0384015	-101.6989135	3.99033
222.3382244	-117.3496573	3.99033
203.2731758	-146.4704503	3.99033
192.9360232	-160.4631967	3.99033
168.8337892	-185.5459117	3.99033
155.6487574	-196.9088053	3.99033
141.4849709	-207.0209046	3.99033
126.8464476	-216.4208372	3.99033
111.5324731	-224.6807101	3.99033
95.68302579	-231.8572226	3.99033
79.4544449	-238.1547781	3.99033
62.64212743	-242.6558694	3.99033
11.15359161	-250.4438154	3.99033
-6.247537734	-251.1464807	3.99033
-58.04775216	-244.6056219	3.99033
-91.26549224	-234.0838829	3.99033
-107.1953121	-227.0297726	3.99033
-122.4117709	-218.5819449	3.99033
-137.6546728	-210.1581957	3.99033
-165.4812035	-189.1941586	3.99033
-178.0989078	-177.168817	3.99033
-190.158629	-164.5753958	3.99033
-201.1871956	-151.0556193	3.99033
-220.3441844	-121.887529	3.99033
-235.5933212	-90.43580292	3.99033
-240.3575171	-73.59936141	3.99033
-251.8709931	-22.47888728	3.99033
-238.5728863	80.98458231	3.99033
-232.9911716	97.5817907	3.99033
-100.4837308	230.5463661	3.99033
-67.64231471	242.2675477	3.99033
232.3685366	94.47320657	3.99033
250.8766994	0.49259588	4.00368
250.7424477	-8.701349408	4.28084
249.4050636	-25.88349675	4.28084
245.7728069	-51.56849314	4.28084
242.6800502	-64.34544937	4.28084
238.9951247	-77.13574588	4.28084
233.0363819	-93.50290166	4.28084
225.9659063	-109.4187013	4.28084
217.8343191	-124.8180103	4.28084
208.820844	-139.7274059	4.28084
198.3709643	-153.6644465	4.28084
187.4147058	-167.2005753	4.28084
175.1948162	-179.6071734	4.28084
162.2953325	-191.2874708	4.28084
148.6366665	-202.0669793	4.28084
134.2838204	-211.9038729	4.28084
119.2275749	-220.621817	4.28084
103.6501883	-228.3631288	4.28084
87.51470244	-234.8493552	4.28084
71.13702042	-240.733027	4.28084
